reward
436.1810086965561
1005.0389182567596
1071.704282283783
1091.9201369285583
1104.0857362747192
1103.978985786438
1124.7857503890991
1114.8210606575012
1119.8207602500916
1124.6223821640015
1110.4010815620422
1144.7952041625977
1142.6359558105469
1123.3441710472107
1128.4256200790405
1130.4816827774048
1130.3439726829529
1138.9597024917603
1136.9249000549316
1134.642158985138
1131.355568408966
1142.5714230537415
1127.005937576294
1131.3560276031494
1140.5350604057312
1129.4976358413696
1128.9643082618713
1153.0404467582703
1134.882544517517
1142.436773777008
1146.57320022583
1120.9253826141357
1125.6561284065247
1144.6477389335632
1142.8306765556335
1152.5355033874512
1124.1904711723328
1148.3631491661072
1134.7055139541626
1126.7243084907532
1145.9047989845276
1135.3715233802795
1146.4754729270935
1144.5222687721252
1148.597734928131
1133.250195980072
1147.125256538391
1150.1584672927856
1120.3434433937073
1132.3418612480164
1133.7832646369934
1131.3379120826721
1140.6196360588074
1133.1733050346375
1142.9796032905579
1140.4677753448486
1139.7256112098694
1151.7754068374634
1141.6776485443115
1149.8826332092285
1146.9546556472778
1129.2317142486572
1149.8245687484741
1148.6965217590332
1135.5723190307617
1126.2677302360535
1148.414291858673
1148.5324654579163
1147.2933979034424
1153.3430309295654
1141.5995745658875
1140.8584146499634
1128.421986579895
1132.3881616592407
1140.956621170044
1137.1298604011536
1134.1877579689026
1141.7813515663147
1150.4587211608887
1157.5321254730225
1159.2198276519775
1122.861258983612
1159.7289328575134
1129.173460483551
1148.5324048995972
1146.848554134369
1145.06019115448
1141.117157459259
1165.3922843933105
1128.3658695220947
1140.8195633888245
1129.3881735801697
1147.3368215560913
1144.442554473877
1165.4380407333374
1157.5816583633423
1136.5789937973022
1144.6358289718628
1146.9098019599915
1119.774528503418
1139.6977715492249
1144.6222667694092
1137.1103310585022
1156.563359260559
1140.7765321731567
1147.3095536231995
1142.6480388641357
1131.638666152954
1134.108440876007
1143.010947227478
1150.3019638061523
1143.6287145614624
1148.213397026062
1135.1178832054138
1153.4610967636108
1159.9990592002869
1139.3651509284973
1172.802538394928
1149.2809448242188
1153.6558232307434
1126.8859949111938
1143.3212890625
1151.5769681930542
1165.3768649101257
1147.1584916114807
1152.579837322235
1151.0855507850647
1155.8212332725525
1135.6031999588013
1134.7463717460632
1118.3924746513367
1142.4419116973877
1148.8927569389343
1143.1728897094727
1152.4852685928345
1140.566571712494
1141.0648503303528
1135.6531867980957
1138.846251487732
1160.8985171318054
1136.3289070129395
1147.421335697174
1158.8874249458313
1137.530846118927
1165.5659985542297
1149.896255493164
1151.923538684845
1148.1303915977478
1154.0078539848328
1165.2999453544617
1159.1043481826782
1143.8734240531921
1160.3387923240662
1155.5645689964294
1146.0912170410156
1154.0864334106445
1147.6305112838745
1158.3716096878052
1139.3529386520386
1140.1413125991821
1131.3801708221436
1148.26136636734
1131.2842202186584
1152.0759663581848
1135.709213256836
1143.9001603126526
1145.2163500785828
1157.995539188385
1141.8462510108948
1125.8230996131897
1162.5954775810242
1142.6724939346313
1138.1135473251343
1131.7886395454407
1141.9348406791687
1140.8281517028809
1151.480996131897
1150.7292466163635
1162.0473470687866
1141.6172013282776
1147.9837346076965
1161.3031153678894
1141.7644238471985
1147.898913860321
1145.625862121582
1149.1636762619019
1138.7897944450378
1135.878755569458
1146.0404529571533
1153.6712818145752
1135.2964434623718
1164.235197544098
1144.337236404419
1157.076994419098
1157.3114085197449
1126.6031513214111
